3.989000000000000000e+03	-1.376252000000000031e-02
3.988000000000000000e+03	-1.376443999999999931e-02
3.987000000000000000e+03	-1.378717999999999957e-02
3.986000000000000000e+03	-1.380665000000000017e-02
3.985000000000000000e+03	-1.380477999999999913e-02
3.984000000000000000e+03	-1.379986000000000060e-02
3.983000000000000000e+03	-1.380506999999999915e-02
3.982000000000000000e+03	-1.382120000000000050e-02
3.981000000000000000e+03	-1.383420999999999956e-02
3.980000000000000000e+03	-1.383543999999999920e-02
3.979000000000000000e+03	-1.383087000000000032e-02
3.978000000000000000e+03	-1.382145000000000075e-02
3.977000000000000000e+03	-1.381669999999999947e-02
3.976000000000000000e+03	-1.382375999999999917e-02
3.975000000000000000e+03	-1.383738999999999976e-02
3.974000000000000000e+03	-1.384611999999999996e-02
3.973000000000000000e+03	-1.385080999999999986e-02
3.972000000000000000e+03	-1.385994999999999935e-02
3.971000000000000000e+03	-1.386442000000000056e-02
3.970000000000000000e+03	-1.385861000000000037e-02
3.969000000000000000e+03	-1.385108999999999993e-02
3.968000000000000000e+03	-1.384615999999999972e-02
3.967000000000000000e+03	-1.384039999999999923e-02
3.966000000000000000e+03	-1.383976999999999950e-02
3.965000000000000000e+03	-1.384687000000000071e-02
3.964000000000000000e+03	-1.385107000000000005e-02
3.963000000000000000e+03	-1.385165000000000007e-02
3.962000000000000000e+03	-1.385683000000000054e-02
3.961000000000000000e+03	-1.386011000000000014e-02
3.960000000000000000e+03	-1.384727000000000006e-02
3.959000000000000000e+03	-1.382714999999999986e-02
3.958000000000000000e+03	-1.382536000000000008e-02
3.957000000000000000e+03	-1.384375000000000015e-02
3.956000000000000000e+03	-1.386011000000000014e-02
3.955000000000000000e+03	-1.386455999999999973e-02
3.954000000000000000e+03	-1.385888000000000050e-02
3.953000000000000000e+03	-1.383771999999999953e-02
3.952000000000000000e+03	-1.381010000000000050e-02
3.951000000000000000e+03	-1.379483999999999919e-02
3.950000000000000000e+03	-1.380167000000000026e-02
3.949000000000000000e+03	-1.382465000000000083e-02
3.948000000000000000e+03	-1.384994999999999976e-02
3.947000000000000000e+03	-1.386656999999999994e-02
3.946000000000000000e+03	-1.386413000000000055e-02
3.945000000000000000e+03	-1.384907999999999972e-02
3.944000000000000000e+03	-1.385593000000000068e-02
3.943000000000000000e+03	-1.389401999999999998e-02
3.942000000000000000e+03	-1.391388000000000000e-02
3.941000000000000000e+03	-1.388850999999999974e-02
3.940000000000000000e+03	-1.386038000000000027e-02
3.939000000000000000e+03	-1.385494999999999956e-02
3.938000000000000000e+03	-1.385389000000000065e-02
3.937000000000000000e+03	-1.385399000000000005e-02
3.936000000000000000e+03	-1.386278999999999983e-02
3.935000000000000000e+03	-1.387869000000000082e-02
3.934000000000000000e+03	-1.389661000000000021e-02
3.933000000000000000e+03	-1.391915999999999987e-02
3.932000000000000000e+03	-1.393649999999999924e-02
3.931000000000000000e+03	-1.392627999999999922e-02
3.930000000000000000e+03	-1.389138999999999999e-02
3.929000000000000000e+03	-1.386802000000000000e-02
3.928000000000000000e+03	-1.386749999999999962e-02
3.927000000000000000e+03	-1.387187999999999963e-02
3.926000000000000000e+03	-1.388472999999999964e-02
3.925000000000000000e+03	-1.390165999999999971e-02
3.924000000000000000e+03	-1.390987999999999947e-02
3.923000000000000000e+03	-1.389757999999999966e-02
3.922000000000000000e+03	-1.386813999999999929e-02
3.921000000000000000e+03	-1.385644999999999932e-02
3.920000000000000000e+03	-1.388398000000000063e-02
3.919000000000000000e+03	-1.392334999999999927e-02
3.918000000000000000e+03	-1.393834000000000045e-02
3.917000000000000000e+03	-1.393773000000000060e-02
3.916000000000000000e+03	-1.394062000000000079e-02
3.915000000000000000e+03	-1.394997000000000077e-02
3.914000000000000000e+03	-1.396208999999999992e-02
3.913000000000000000e+03	-1.396704999999999995e-02
3.912000000000000000e+03	-1.398045000000000017e-02
3.911000000000000000e+03	-1.401636000000000028e-02
3.910000000000000000e+03	-1.403626000000000006e-02
3.909000000000000000e+03	-1.401525999999999987e-02
3.908000000000000000e+03	-1.398718000000000010e-02
3.907000000000000000e+03	-1.398316999999999963e-02
3.906000000000000000e+03	-1.399352000000000061e-02
3.905000000000000000e+03	-1.401531999999999951e-02
3.904000000000000000e+03	-1.406189000000000050e-02
3.903000000000000000e+03	-1.409428000000000070e-02
3.902000000000000000e+03	-1.408243999999999989e-02
3.901000000000000000e+03	-1.404509999999999960e-02
3.900000000000000000e+03	-1.401354999999999962e-02
3.899000000000000000e+03	-1.404126999999999979e-02
3.898000000000000000e+03	-1.410166000000000024e-02
3.897000000000000000e+03	-1.414007999999999932e-02
3.896000000000000000e+03	-1.417248999999999939e-02
3.895000000000000000e+03	-1.420770000000000019e-02
3.894000000000000000e+03	-1.420668999999999925e-02
3.893000000000000000e+03	-1.417245999999999957e-02
3.892000000000000000e+03	-1.416294000000000060e-02
3.891000000000000000e+03	-1.419784999999999971e-02
3.890000000000000000e+03	-1.422932000000000016e-02
3.889000000000000000e+03	-1.421306999999999952e-02
3.888000000000000000e+03	-1.416858000000000006e-02
3.887000000000000000e+03	-1.413996000000000003e-02
3.886000000000000000e+03	-1.416868999999999941e-02
3.885000000000000000e+03	-1.424696999999999943e-02
3.884000000000000000e+03	-1.427662000000000028e-02
3.883000000000000000e+03	-1.422674999999999981e-02
3.882000000000000000e+03	-1.418088999999999981e-02
3.881000000000000000e+03	-1.419663999999999995e-02
3.880000000000000000e+03	-1.425144000000000064e-02
3.879000000000000000e+03	-1.429761000000000053e-02
3.878000000000000000e+03	-1.430564999999999962e-02
3.877000000000000000e+03	-1.431175999999999976e-02
3.876000000000000000e+03	-1.436008000000000076e-02
3.875000000000000000e+03	-1.441518999999999960e-02
3.874000000000000000e+03	-1.442787000000000062e-02
3.873000000000000000e+03	-1.439545000000000061e-02
3.872000000000000000e+03	-1.431633000000000037e-02
3.871000000000000000e+03	-1.424019999999999973e-02
3.870000000000000000e+03	-1.424421000000000020e-02
3.869000000000000000e+03	-1.430052000000000059e-02
3.868000000000000000e+03	-1.431430000000000029e-02
3.867000000000000000e+03	-1.429393999999999977e-02
3.866000000000000000e+03	-1.430035999999999981e-02
3.865000000000000000e+03	-1.436517999999999996e-02
3.864000000000000000e+03	-1.445051999999999968e-02
3.863000000000000000e+03	-1.448739999999999924e-02
3.862000000000000000e+03	-1.451642000000000036e-02
3.861000000000000000e+03	-1.459448999999999989e-02
3.860000000000000000e+03	-1.464577000000000066e-02
3.859000000000000000e+03	-1.460288000000000037e-02
3.858000000000000000e+03	-1.453627000000000044e-02
3.857000000000000000e+03	-1.450272000000000019e-02
3.856000000000000000e+03	-1.443685999999999928e-02
3.855000000000000000e+03	-1.432814999999999957e-02
3.854000000000000000e+03	-1.432180000000000085e-02
